#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T10:05:58 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf28ad70ea5	
#INFO	-out.max=9999	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&tab:{J/A+A/618/A93/members}&key:source=J/A+A/618/A93&HTTPPRM:&&-ref=VIZ5bf28ad70ea5&-out.max=9999&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-order=I&-oc.form=dec&Cluster=Melotte_22&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=5&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93
#Cluster=Melotte_22
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Cluster	RAJ2000	DEJ2000	GLON	GLAT	r50	Nstars	pmRA	pmDE	plx	dmode	dmode+01	dmode-01	X	Y	Z	Rgc	SimbadName
deg	deg	 	deg	deg	deg	deg	deg	 	mas/yr	mas/yr	mas	pc	pc	pc	pc	pc	pc	pc	
---------	---------	-----------------	-------	-------	-------	-------	------	----	-------	-------	------	-------	------	-------	--------	--------	-------	-------	-------------------------
056.60100	+24.11400	Melotte_22       	056.601	+24.114	166.462	-23.614	 1.274	 992	 20.077	-45.503	 7.346	  135.6	 133.8	  137.5	  -120.8	    29.1	  -54.3	 8460.8	Melotte 22

#Table	J_A_A_618_A93_members:
#Name: J/A+A/618/A93/members
#Title: Membership probabilities of all individual stars
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	[] Gaia DR2 right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Gaia DR2 declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source_id (source_id)	[ucd=meta.id;meta.main]
#Column	GLON	(F14.10)	[] Gaia DR2 Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F14.10)	Gaia DR2 Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	plx	(F10.4)	Gaia DR2 parallax (parallax)	[ucd=pos.parallax.trig]
#Column	pmRA	(F9.3)	Gaia DR2 proper motion along RA (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Gaia DR2 proper motion along DE (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	o_Gmag	(I3)	Gaia DR2 number of G observations (phot_g_n_obs)	[ucd=meta.number]
#Column	Gmag	(F9.6)	Gaia DR2 mean G magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	BP-RP	(F9.6)	? Gaia DR2 BP minus RP colour null if missing in DR2 (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	PMemb	(F4.1)	Membership probability (proba)	[ucd=stat.fit.goodness]
#Column	Cluster	(a17)	Corresponding cluster (cluster)	[ucd=meta.id.parent]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
deg	deg	deg	deg	 	deg	deg	mas	mas/yr	mas/yr	 	mag	mag	 	 	deg	deg
_RAJ2000	_DEJ2000	RA_ICRS	DE_ICRS	Source	GLON	GLAT	plx	pmRA	pmDE	o_Gmag	Gmag	BP-RP	PMemb	Cluster	_RA.icrs	_DE.icrs
053.1373327573897	+22.3034517338727	053.13742712076	+22.30326406765	  67576332537157888	165.1334448578	-27.0740084217	    6.8719	   20.277	  -43.587	178	17.102398	 3.136684	 0.4	Melotte_22       	053.13733275739	+22.30345173387
055.1298327391469	+25.1480986955531	055.12992767221	+25.14790181975	  68580530251050496	164.6212848310	-23.7267365532	    6.8870	   19.959	  -45.726	182	15.739687	 3.035144	 0.8	Melotte_22       	055.12983273915	+25.14809869555
057.6248384036304	+25.0519237906958	057.62492529661	+25.05173340336	  66878245735176704	166.5224744299	-22.2942409722	    6.8936	   18.283	  -44.219	380	15.424112	 2.555768	 0.6	Melotte_22       	057.62483840363	+25.05192379070
057.1326242880463	+24.0330019181222	057.13271111468	+24.03280935648	  66523103479455744	166.9133825547	-23.3472634197	    6.8976	   18.418	  -44.724	212	16.835129	 2.920052	 0.9	Melotte_22       	057.13262428805	+24.03300191812
057.3422366878210	+25.7938820711052	057.34232918624	+25.79369580419	  69985499953396480	165.7787698909	-21.9188896747	    6.9003	   19.343	  -43.262	340	16.560986	 2.987086	 0.5	Melotte_22       	057.34223668782	+25.79388207111
059.2758586261261	+23.2169509171674	059.27594110933	+23.21676856830	  65531515789166976	169.0713131173	-22.5895840582	    6.9005	   17.606	  -42.352	298	17.741518	 3.265888	 0.6	Melotte_22       	059.27585862613	+23.21695091717
055.9023312951691	+24.2323088345330	055.90241837526	+24.23213137678	  65266499126062080	165.8583218224	-23.9525070936	    6.9099	   18.443	  -41.216	211	14.454748	         	 0.3	Melotte_22       	055.90233129517	+24.23230883453
058.3184943610839	+23.3495256188192	058.31857531323	+23.34934566384	  65666102884206848	168.2844005602	-23.1044112643	    6.9108	   17.262	  -41.796	319	17.340843	 3.101517	 0.2	Melotte_22       	058.31849436108	+23.34952561882
053.0327684542466	+23.2326164090204	053.03286144733	+23.23243213127	  67878663874731136	164.3810771856	-26.4249516437	    6.9168	   19.847	  -42.800	151	16.134500	 2.863678	 0.2	Melotte_22       	053.03276845425	+23.23261640902
056.0584187478968	+25.5376552184495	056.05851174443	+25.53747341209	  69930283853148544	165.0307628874	-22.8813822090	    6.9178	   19.489	  -42.226	111	16.764875	         	 0.2	Melotte_22       	056.05841874790	+25.53765521845
055.3333052878532	+22.6316440147562	055.33339283591	+22.63145751103	  64644484781444864	166.6014386367	-25.4949531869	    6.9179	   18.768	  -43.317	157	15.737382	 2.684540	 0.3	Melotte_22       	055.33330528785	+22.63164401476
058.1436029900882	+22.5021436944278	058.14369196591	+22.50196112598	  64073597730589952	168.7952707346	-23.8285697196	    6.9251	   19.092	  -42.403	352	14.979826	 2.400185	 0.1	Melotte_22       	058.14360299009	+22.50214369443
057.4518109330011	+22.1801590523390	057.45189611871	+22.17997699625	  63959351598814336	168.5301464628	-24.5028049852	    6.9279	   18.321	  -42.284	325	15.797808	 2.675376	 0.6	Melotte_22       	057.45181093300	+22.18015905234
057.4459818786754	+25.7102785719951	057.44606545718	+25.71008258313	  66981599827956864	165.9139182798	-21.9178833995	    6.9287	   17.490	  -45.520	367	16.257185	 3.213053	 0.4	Melotte_22       	057.44598187868	+25.71027857200
055.4540139156366	+23.0565901352017	055.45410489622	+23.05639233370	  65042645428743680	166.3804897575	-25.1037471833	    6.9309	   19.443	  -45.941	156	17.785429	 3.426508	 0.8	Melotte_22       	055.45401391564	+23.05659013520
056.8699790065893	+22.3766375064780	056.87006565769	+22.37642991414	  64021920682268416	167.9502385720	-24.7275672285	    6.9344	   18.610	  -48.215	176	13.971644	 2.090582	 0.1	Melotte_22       	056.86997900659	+22.37663750648
057.3741891354832	+23.6487215739484	057.37428121858	+23.64852185217	  66451429065390080	167.3743951712	-23.4796451412	    6.9395	   19.591	  -46.387	322	16.799902	 3.128384	 1.0	Melotte_22       	057.37418913548	+23.64872157395
054.3794214950559	+23.7687078642986	054.37951667382	+23.76852358655	  68192093408157568	165.0425035282	-25.2174641305	    6.9414	   20.231	  -42.800	183	17.648577	 3.220118	 0.6	Melotte_22       	054.37942149506	+23.76870786430
060.3082983714230	+23.1750502467835	060.30837989677	+23.17486211986	  65486951208575488	169.8328596598	-21.9526595762	    6.9460	   17.407	  -43.694	312	15.901066	 2.784903	 0.1	Melotte_22       	060.30829837142	+23.17505024678
054.7880394756050	+24.3678042528951	054.78812853465	+24.36762874556	  68250264445159936	164.9228761374	-24.5200834556	    6.9552	   18.842	  -40.763	186	 9.703188	 0.757366	 0.4	Melotte_22       	054.78803947560	+24.36780425290
057.3201512858779	+24.0166405031322	057.32023413730	+24.01644412246	  66525096340629504	167.0626050361	-23.2432482347	    6.9627	   17.577	  -45.611	245	17.703762	         	 0.5	Melotte_22       	057.32015128588	+24.01664050313
057.6331054315986	+22.1465628132987	057.63318907690	+22.14638394332	  64037588724758400	168.6894595240	-24.4117666926	    6.9630	   17.994	  -41.544	393	16.006176	 2.804023	 0.6	Melotte_22       	057.63310543160	+22.14656281330
057.3200095159834	+24.3961295917130	057.32010393254	+24.39593958327	  66746441777612416	166.7828902639	-22.9642790416	    6.9667	   19.971	  -44.131	310	 7.511172	 0.140965	 0.7	Melotte_22       	057.32000951598	+24.39612959171
057.2039762747402	+24.2673841233844	057.20405882599	+24.26718036299	  66720946851771904	166.7929856847	-23.1306312747	    6.9669	   17.479	  -47.325	224	10.699402	 1.075259	 0.6	Melotte_22       	057.20397627474	+24.26738412338
057.7939764110643	+26.5876828072228	057.79406284953	+26.58749317336	  70426507196531456	165.5269906667	-21.0589260930	    6.9676	   17.953	  -44.044	351	13.470318	 1.702462	 0.1	Melotte_22       	057.79397641106	+26.58768280722
056.5935829314458	+23.4856276226907	056.59367689072	+23.48543411383	  64981863053470592	166.9196986127	-24.0841330623	    6.9721	   20.015	  -44.944	165	17.260897	 3.295142	 1.0	Melotte_22       	056.59358293145	+23.48562762269
055.3598046850226	+23.1341344341807	055.35989921094	+23.13394534282	  65047043476608128	166.2520687404	-25.1033888111	    6.9723	   20.189	  -43.918	184	16.766098	 3.108499	 0.7	Melotte_22       	055.35980468502	+23.13413443418
