#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-30T10:44:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5d401f5e4c18
#INFO	-out.max=9999
#INFO	queryParameters=25
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJ/795/161&tab:{J/ApJ/795/161/table6}&key:source=J/ApJ/795/161/table6&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/795/161/table6
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=PMem
#-out=SpType
#-out=rmag
#-out=Kmag
#-out=Dist
#-out=PMass
#-out=Mass
#-out=Radius
#-out=Bin?
#-out=SpTypeH
#-out=EW
#-out=Lum
#

#RESOURCE=yCat_17950161
#Name: J/ApJ/795/161
#Title: Activity and rotation in Praesepe and the Hyades (Douglas+, 2014)
#Table	J_ApJ_795_161_table6:
#Name: J/ApJ/795/161/table6
#Title: Hyades stars
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a22)	Identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	PMem	(I5)	? Membership probability (1) [NULL integer written as an empty string]	[ucd=meta.code.member]
#Column	SpType	(a5)	Spectral type	[ucd=src.spType]
#Column	rmag	(F7.3)	? The r' band magnitude (1)	[ucd=phot.mag;em.opt.R]
#Column	Kmag	(F7.3)	? The K band magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	Dist	(F4.1)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	PMass	(F8.2)	? Mass from Agueros et al. (2011ApJ...740..110A) (1)	[ucd=phys.mass]
#Column	Mass	(F6.2)	? Mass from this work (1)	[ucd=phys.mass]
#Column	Radius	(F10.4)	? Radius	[ucd=phys.angSize;src]
#Column	Bin?	(A1)	[YN] Possible binary system	[ucd=meta.code]
#Column	SpTypeH	(A3)	Spectral type from the output of the Hammer (only in table6.dat)	[ucd=src.spType]
#Column	EW	(F9.3)	? H{alpha} equivalent width; Angstroms (1)	[ucd=spect.line.eqWidth;em.line.Halpha]
#Column	Lum	(F9.3)	? H{alpha} to bolometric luminosities ratio for stars with H{alpha} in emission (1)	[ucd=phys.luminosity]
deg	deg	 	"h:m:s"	"d:m:s"	%	 	mag	mag	pc	Msun	Msun	Rsun	 	 	0.1nm	10-5
-----------	-----------	----------------------	-----------	------------	-----	-----	-------	-------	----	--------	------	----------	-	---	---------	---------
_RAJ2000	_DEJ2000	Name	RAJ2000	DEJ2000	PMem	SpType	rmag	Kmag	Dist	PMass	Mass	Radius	Bin?	SpTypeH	EW	Lum
028.3364167	+23.4447611	01532073+2326411      	01 53 20.74	+23 26 41.14	   70	     	 11.907	  8.405	42.3	        	  0.57	          	N	n/a
029.1728750	+30.4763472	01564147+3028349      	01 56 41.49	+30 28 34.85	   70	     	 16.318	 11.029	41.9	        	  0.16	          	N	n/a
030.5979583	+37.4963194	02022349+3729467      	02 02 23.51	+37 29 46.75	   70	     	 13.536	  9.257	35.6	        	  0.28	          	N	n/a
030.8695417	+21.5713556	02032864+2134168      	02 03 28.69	+21 34 16.88	   70	     	 16.559	 10.714	25.1	        	  0.13	          	N	n/a
032.8069167	+20.9728528	02111362+2058223      	02 11 13.66	+20 58 22.27	   70	     	 15.537	 10.528	33.4	        	  0.16	          	N	n/a
032.8464583	+21.3773472	02112310+2122384      	02 11 23.15	+21 22 38.45	   70	     	  7.161	  5.786	31.3	        	  1.06	          	N	n/a
033.1205417	+28.9957778	02122889+2859448      	02 12 28.93	+28 59 44.80	   70	     	 16.567	 11.613	46.0	        	  0.15	          	N	n/a
033.4669167	 -4.4834667	02135203-0330595      	02 13 52.06	-04 29 00.48	   70	     	 16.454	 10.801	34.3	        	  0.15	          	N	n/a
033.7357917	 +3.7860833	02145660+0347100      	02 14 56.59	+03 47 09.90	   70	     	 13.802	  9.465	44.7	        	  0.34	          	N	n/a
034.1975833	 +1.2125972	02164742+0112454      	02 16 47.42	+01 12 45.35	   70	     	 13.088	  8.948	43.0	        	  0.45	          	N	n/a
034.7276250	+35.2182306	02185464+3513053      	02 18 54.63	+35 13 05.63	   70	     	 11.246	  8.145	42.7	        	  0.61	          	N	n/a
035.4148333	+22.8512833	02213953+2251047      	02 21 39.56	+22 51 04.62	   70	     	 16.759	 11.636	40.2	        	  0.14	          	N	n/a
036.4101667	+37.5427583	02253841+3732339      	02 25 38.44	+37 32 33.93	   70	     	 13.373	  8.842	29.4	        	  0.28	          	N	n/a
036.4481250	+24.5899417	02254751+2435239      	02 25 47.55	+24 35 23.79	   70	     	 15.701	 10.545	39.8	        	  0.18	          	N	n/a
036.5412917	+12.4538667	02260988+1227138      	02 26 09.91	+12 27 13.92	   70	     	 15.132	 10.527	48.6	        	  0.21	          	N	n/a
036.6402083	+15.3734667	02263361+1522245      	02 26 33.65	+15 22 24.48	   70	     	  9.225	  7.558	50.7	        	  0.89	          	N	n/a
036.9107083	+17.6724139	02273854+1740206      	02 27 38.57	+17 40 20.69	   70	     	 13.815	  9.413	49.9	        	  0.41	          	N	n/a
038.7634583	+41.0782806	02350321+4104418      	02 35 03.23	+41 04 41.81	   70	     	 15.369	 10.522	45.9	        	  0.20	          	N	n/a
039.7381250	+35.2011556	02385711+3512042      	02 38 57.15	+35 12 04.16	   70	     	 15.444	 10.728	41.9	        	  0.18	          	N	n/a
040.2896250	+39.6032194	02410948+3936117      	02 41 09.51	+39 36 11.59	   70	     	 15.547	 10.914	48.9	        	  0.19	          	N	n/a
040.3513333	+17.4790556	02412431+1728445      	02 41 24.32	+17 28 44.60	   70	     	 12.580	  8.843	51.4	        	  0.57	          	Y	n/a
042.0852500	+23.8719611	02482042+2352191      	02 48 20.46	+23 52 19.06	   70	     	 14.999	  9.965	42.6	        	  0.25	          	N	n/a
042.2132083	+30.6436750	02485115+3038373      	02 48 51.17	+30 38 37.23	   70	     	 14.856	 10.470	62.2	        	  0.28	          	N	n/a
