#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-30T11:27:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5d40298c25cb
#INFO	-out.max=unlimited
#INFO	queryParameters=25
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJ/795/161&tab:{J/ApJ/795/161/table5}&key:source=J/ApJ/795/161/table5&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/795/161/table5
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=PMem
#-out=SpType
#-out=rmag
#-out=Kmag
#-out=Dist
#-out=PMass
#-out=Mass
#-out=Radius
#-out=Bin?
#-out=SpTypeH
#-out=EW
#-out=Lum
#

#RESOURCE=yCat_17950161
#Name: J/ApJ/795/161
#Title: Activity and rotation in Praesepe and the Hyades (Douglas+, 2014)
#Table	J_ApJ_795_161_table5:
#Name: J/ApJ/795/161/table5
#Title: Praesepe stars
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a22)	Identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	PMem	(I5)	? Membership probability (1) [NULL integer written as an empty string]	[ucd=meta.code.member]
#Column	SpType	(a5)	Spectral type	[ucd=src.spType]
#Column	rmag	(F7.3)	? The r' band magnitude (1)	[ucd=phot.mag;em.opt.R]
#Column	Kmag	(F7.3)	? The K band magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	Dist	(F4.1)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	PMass	(F8.2)	? Mass from Agueros et al. (2011ApJ...740..110A) (1)	[ucd=phys.mass]
#Column	Mass	(F6.2)	? Mass from this work (1)	[ucd=phys.mass]
#Column	Radius	(F10.4)	? Radius	[ucd=phys.angSize;src]
#Column	Bin?	(A1)	[YN] Possible binary system	[ucd=meta.code]
#Column	SpTypeH	(A3)	Spectral type from the output of the Hammer (only in table6.dat)	[ucd=src.spType]
#Column	EW	(F9.3)	? H{alpha} equivalent width; Angstroms (1)	[ucd=spect.line.eqWidth;em.line.Halpha]
#Column	Lum	(F9.3)	? H{alpha} to bolometric luminosities ratio for stars with H{alpha} in emission (1)	[ucd=phys.luminosity]
deg	deg	 	"h:m:s"	"d:m:s"	%	 	mag	mag	pc	Msun	Msun	Rsun	 	 	0.1nm	10-5
-----------	-----------	----------------------	-----------	------------	-----	-----	-------	-------	----	--------	------	----------	-	---	---------	---------
_RAJ2000	_DEJ2000	Name	RAJ2000	DEJ2000	PMem	SpType	rmag	Kmag	Dist	PMass	Mass	Radius	Bin?	SpTypeH	EW	Lum
125.5075833	+20.3267750	AD 0431               	08 22 01.82	+20 19 36.39	   60	M2   	 17.226	 12.895	    	        	  0.27	          	N
125.5090833	+19.9997861	AD 0432               	08 22 02.18	+19 59 59.23	   52	K5   	 12.365	  9.926	    	        	  1.02	          	Y	   	    0.557
125.6413750	+19.0644333	AD 0487               	08 22 33.93	+19 03 51.96	   60	K1   	 10.928	  9.064	    	        	  1.22	          	Y
125.7142083	+18.8007000	AD 0520               	08 22 51.41	+18 48 02.52	   58	M3   	 17.769	 13.361	    	        	  0.22	          	N
126.0388750	+20.0235917	AD 0632               	08 24 09.33	+20 01 24.93	   77	M1   	 15.790	 12.186	    	        	  0.41	          	N
126.1385000	+19.2953222	AD 0666               	08 24 33.24	+19 17 43.16	   86	M3   	 16.707	 12.205	    	        	  0.41	          	N
126.3072083	+17.6125750	AD 0723               	08 25 13.73	+17 36 45.27	   78	M4   	 19.196	 14.234	    	        	  0.16	          	N
126.3172083	+18.9108389	AD 0726               	08 25 16.13	+18 54 39.02	   70	M6   	 19.868	 14.271	    	        	  0.16	          	N
126.3426250	+20.3657722	AD 0733               	08 25 22.23	+20 21 56.78	   75	M6   	 20.201	 14.328	    	        	  0.16	          	N	   	  -10.353	   12.761
126.3542500	+20.2216028	AD 0738               	08 25 25.02	+20 13 17.77	   83	M2   	 15.891	 11.931	    	        	  0.49	          	N
126.3988333	+21.1023611	AD 0755               	08 25 35.72	+21 06 08.50	   86	M4   	 17.946	 13.257	    	        	  0.23	          	N
126.4233750	+19.5118056	AD 0769               	08 25 41.61	+19 30 42.50	   89	M4   	 18.927	 14.168	    	        	  0.17	          	N
126.4765417	+22.9811778	AD 0795               	08 25 54.37	+22 58 52.24	   58	K7   	 14.170	 11.281	    	        	  0.61	          	N	   	    0.245
126.5050833	+22.2555472	AD 0809               	08 26 01.22	+22 15 19.97	   81	M4   	 17.919	 13.172	    	        	  0.24	          	N
126.5727083	+19.7265889	AD 0839               	08 26 17.45	+19 43 35.72	   91	M3   	 17.479	 12.981	    	        	  0.26	          	N	   	   -4.228	   12.667
126.6387083	+17.2608333	AD 0864               	08 26 33.29	+17 15 39.00	   76	M3   	 16.078	 12.279	    	        	  0.39	          	N
126.6450833	+19.5663722	AD 0867               	08 26 34.82	+19 33 58.94	   95	M2   	 16.474	 12.431	    	        	  0.36	          	N
126.6466667	+20.1824139	AD 0868               	08 26 35.20	+20 10 56.69	   63	K8   	 13.516	 10.563	    	        	  0.81	          	Y	   	    0.365
126.7782500	+17.3225889	AD 0934               	08 27 06.78	+17 19 21.32	   51	K8   	 14.539	 11.443	    	        	  0.59	          	N
126.8776667	+20.2183000	AD 0982               	08 27 30.64	+20 13 05.88	   61	K6   	 13.519	 10.899	    	        	  0.67	          	N	   	    0.491
126.8789167	+22.1500750	AD 0985               	08 27 30.94	+22 09 00.27	   52	M4   	 18.141	 13.650	    	        	  0.19	          	N
126.9608333	+20.2434167	AD 1025               	08 27 50.60	+20 14 36.30	   86	K7   	 13.852	 11.074	    	        	  0.62	          	N	   	    0.319
126.9622917	+19.8057639	AD 1026               	08 27 50.95	+19 48 20.75	   94	M1   	 15.393	 11.784	    	        	  0.53	          	N	   	   -0.356	    1.734
126.9922083	+22.1020361	II 490                	08 27 58.13	+22 06 07.33	   58	F2   	  9.565	  8.629	    	        	  1.40	          	N	   	    3.339
